NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,FLUX_APER,FLUXERR_APER,FLAGS,NITER_MODEL
342,6985.3364,84.3309,219.9965146,+39.7308034,0.3261655,0.5569717,0,8
343,4153.6782,35.1159,220.2522099,+39.7280637,6.421361,2.408612,0,66
344,235.5794,77.7719,220.6059965,+39.7310389,1.210881,1.052251,2,6
345,5314.7471,80.5973,220.1473611,+39.7310119,1.061153,0.9860703,0,13
346,670.2407,82.8374,220.5667485,+39.7314422,0.8874028,0.9032413,0,8
347,2813.5972,83.1941,220.3732075,+39.7315277,0.7500194,0.8318411,0,13
348,8409.0332,85.6769,219.8679662,+39.7303441,0.6609223,0.7821606,0,13
349,830.3442,46.0533,220.5522871,+39.7289034,5.975482,2.323722,0,30
350,8026.5317,76.9435,219.9025070,+39.7299001,1.348359,1.109547,0,9
351,686.3968,74.0724,220.5652885,+39.7308352,1.909922,1.317944,0,69
352,2839.1152,76.5454,220.3709036,+39.7310648,1.518805,1.176722,0,8
353,8393.3027,86.3551,219.8693861,+39.7303981,0.7630799,0.8389382,0,12
354,6678.8037,28.9058,220.0242154,+39.7270551,28.38534,5.058526,3,89
355,6151.1807,64.8467,220.0718409,+39.7297084,3.329825,1.736724,0,49
356,8332.8350,82.1350,219.8748481,+39.7301313,0.8185034,0.8681821,0,9
357,5873.3179,85.1565,220.0969232,+39.7311938,0.8167539,0.8672642,0,7
358,1355.0754,61.1478,220.5049078,+39.7299903,5.261706,2.180971,0,47
359,3284.9434,67.7731,220.3306474,+39.7304270,2.632353,1.545263,3,56
360,4261.9614,78.5713,220.2424243,+39.7310657,1.439661,1.146015,0,11
361,6756.8184,86.0053,220.0171475,+39.7309952,1.038319,0.9755794,0,12
362,8283.5059,88.5051,219.8792984,+39.7305949,0.5948459,0.7431836,0,9
363,6594.1802,26.5928,220.0318569,+39.7269210,19.2185,4.162968,16,148
364,2256.6467,67.0670,220.4234992,+39.7304229,2.681928,1.559645,0,184
365,4078.6157,77.2564,220.2589800,+39.7310004,1.407716,1.133381,0,33
366,471.7986,89.1827,220.5846683,+39.7318609,0.7978936,0.8573979,0,9
367,2326.3101,89.6424,220.4172085,+39.7319899,0.6802617,0.7932252,0,9
368,8375.3535,69.6775,219.8710162,+39.7292478,1.544381,1.186458,2,9
369,6534.5308,73.0611,220.0372240,+39.7301663,1.996239,1.347138,0,11
370,2242.7603,80.5371,220.4247530,+39.7313584,1.72006,1.251381,0,37
371,5847.8833,81.3226,220.0992211,+39.7309342,1.104781,1.005832,2,48
372,2945.6140,82.7962,220.3612866,+39.7314933,1.158824,1.029693,2,13
373,2405.2341,84.2267,220.4100819,+39.7316126,1.159589,1.030064,0,18
374,2955.3855,84.0413,220.3604042,+39.7315792,0.8066628,0.8620216,0,7
375,1467.8148,68.8955,220.4947283,+39.7305341,2.673883,1.557312,0,121
376,4776.9629,75.2078,220.1959222,+39.7307467,2.215237,1.418474,0,55
377,3040.3181,85.1832,220.3527348,+39.7316534,0.5572473,0.7199705,0,9
378,6036.7573,28.1430,220.0821856,+39.7271912,32.3536,5.400344,18,54
379,749.1628,83.0564,220.5596221,+39.7314653,1.259856,1.073012,0,7
380,1693.7617,84.8627,220.4743267,+39.7316519,0.8905612,0.9047967,0,8
381,3535.7371,86.3881,220.3079992,+39.7316976,1.062725,0.9867885,0,10
382,13.8017,88.2084,220.6260244,+39.7317323,0.6387328,0.7692212,0,11
383,2691.3152,88.7769,220.3842490,+39.7319205,1.014358,0.9644525,0,9
384,1078.6479,93.2952,220.5298712,+39.7322048,0.9017815,0.9103747,0,14
385,2562.6670,93.6400,220.3958656,+39.7322626,0.6671415,0.7857234,0,10
386,4297.2598,76.8490,220.2392372,+39.7309409,2.169219,1.40379,0,9
387,6050.3037,95.6579,220.0809384,+39.7318758,0.7865244,0.8514479,0,10
388,3005.7686,92.9974,220.3558540,+39.7321982,1.00203,0.9586774,0,10
389,1890.6274,78.2312,220.4565499,+39.7311963,2.007442,1.350872,0,8
390,1375.6494,91.5402,220.5030522,+39.7321020,1.088596,0.9985448,0,11
391,8315.4883,96.4884,219.8764063,+39.7311355,0.1975532,0.4409087,0,8
392,8132.7241,88.0972,219.8929128,+39.7306305,1.171977,1.035496,0,14
393,7975.1460,76.7697,219.9071467,+39.7299091,1.683682,1.23822,0,66
394,8346.6592,86.6714,219.8735973,+39.7304404,0.8165938,0.8672003,3,6
395,57.7854,97.5701,220.6220545,+39.7323889,0.7672862,0.8411887,0,9
396,7606.4282,68.5552,219.9404426,+39.7294842,8.006715,2.688796,0,147
397,233.3961,91.0001,220.6061960,+39.7319572,0.9842927,0.9502631,0,35
398,8388.5352,98.5217,219.8698097,+39.7312450,0.2063715,0.4497905,0,9
399,649.2703,56.7982,220.5686385,+39.7296318,3.789443,1.85209,0,43
400,4098.3940,69.7587,220.2571955,+39.7304770,5.229783,2.174369,2,34
401,8351.5303,85.5661,219.8731582,+39.7303615,1.786921,1.275221,2,6
402,3526.2515,89.2177,220.3088554,+39.7318950,1.375269,1.120412,2,13
403,4034.2148,94.0681,220.2629864,+39.7321738,0.8293998,0.873822,0,7
404,6059.5806,97.3368,220.0801002,+39.7319899,1.004775,0.9599707,3,11
405,6692.2563,22.9870,220.0230033,+39.7266398,18.72091,4.108775,27,46
406,901.2855,80.1000,220.5458854,+39.7312741,1.850496,1.297512,2,41
407,169.0555,85.0244,220.6120047,+39.7315335,1.416343,1.136813,0,10
408,3293.3628,65.1812,220.3298874,+39.7302464,3.518882,1.785081,2,51
409,1084.7662,83.9750,220.5293179,+39.7315580,1.850283,1.297413,2,48
410,8236.9688,94.7012,219.8834969,+39.7310451,0.4458749,0.6465527,0,12
411,1299.9443,96.3015,220.5098886,+39.7324283,1.230573,1.060668,0,49
412,3913.6287,101.3307,220.2738740,+39.7326935,0.5022773,0.6847275,0,9
413,4031.3274,75.1639,220.2632504,+39.7308614,4.344041,1.982393,0,96
414,6427.4517,77.3573,220.0468908,+39.7304971,3.109583,1.678628,0,136
415,646.2300,85.6281,220.5689170,+39.7316335,1.859928,1.300754,0,46
416,3791.4033,100.2773,220.2849110,+39.7326349,0.7275242,0.8195946,0,29
417,123.2960,100.1213,220.6161395,+39.7325754,0.4586818,0.655459,0,14
418,1392.2971,60.4348,220.5015468,+39.7299428,6.552926,2.433082,0,39
419,7767.5884,83.7437,219.9258836,+39.7304765,3.088748,1.67302,0,88
420,2148.8718,96.0021,220.4332310,+39.7324326,0.8596368,0.8892537,0,16
421,3817.6648,86.3020,220.2825417,+39.7316614,1.817812,1.286102,0,45
422,2987.1992,48.5078,220.3575342,+39.7291098,9.314178,2.899559,0,76
423,3250.8159,77.9619,220.3337280,+39.7311373,3.375967,1.748648,0,68
424,7183.3687,104.3183,219.9786244,+39.7321229,0.5755423,0.7313386,0,5
425,8154.2993,104.3291,219.8909559,+39.7317486,0.5477353,0.7140529,0,9
426,5955.6123,97.9570,220.0894879,+39.7320610,1.000209,0.9578302,0,9
427,8397.7979,88.2042,219.8689792,+39.7305245,0.7430257,0.8280452,0,20
428,3095.5791,80.5343,220.3477452,+39.7313270,5.853431,2.299935,0,24
429,8005.9570,90.0676,219.9043577,+39.7308199,1.908593,1.317496,0,8
430,313.1179,97.8792,220.5989984,+39.7324454,1.022628,0.9683463,0,10
431,5536.5010,98.9772,220.1273320,+39.7322374,0.9337543,0.9260371,2,9
432,8391.8750,69.5624,219.8695246,+39.7292326,2.811407,1.596598,0,51
433,8240.7031,102.5664,219.8831553,+39.7315897,0.8446692,0.8816535,0,9
434,246.0033,110.0000,220.6050609,+39.7332783,0.7623103,0.8384553,0,9
435,3698.5977,91.1650,220.2932926,+39.7320125,2.864051,1.611387,0,52
436,5539.3965,100.7823,220.1270699,+39.7323620,1.055908,0.9836588,3,8
437,8385.7002,105.8447,219.8700614,+39.7317548,0.5024845,0.6848698,0,9
438,8253.3340,108.6423,219.8820114,+39.7320062,0.2915044,0.5281646,0,9
439,7021.5913,85.2740,219.9932406,+39.7308566,4.807008,2.084943,0,77
440,1808.2197,82.2209,220.4639912,+39.7314716,3.833478,1.862776,0,46
441,2220.2268,102.7752,220.4267876,+39.7329028,1.13634,1.019835,0,16
442,4669.6929,99.5161,220.2056026,+39.7324541,1.791973,1.277037,3,73
443,5441.3184,97.2715,220.1359272,+39.7321412,1.067225,0.9888742,0,10
444,8378.7031,106.9599,219.8706925,+39.7318353,0.701721,0.8053088,0,10
445,7552.4136,48.9060,219.9453293,+39.7281403,14.0335,3.557965,0,52
446,6603.3662,85.1179,220.0310037,+39.7309822,2.409647,1.478914,0,6
447,2366.1562,100.5113,220.4136102,+39.7327441,1.295149,1.087727,0,9
448,3909.4812,103.8472,220.2742481,+39.7328688,1.189828,1.0432,0,10
449,4919.5200,78.7367,220.1830490,+39.7309648,5.020489,2.130578,0,86
450,5387.5747,83.7853,220.1407841,+39.7312170,3.768397,1.846973,0,67
451,3494.0234,105.9917,220.3117635,+39.7330629,0.6786766,0.7923194,0,14
452,2395.8840,108.8613,220.4109256,+39.7333235,1.028118,0.9708924,0,7
453,4302.0142,108.9860,220.2388016,+39.7331718,0.6227339,0.7598275,0,8
454,6990.6704,111.6881,219.9960208,+39.7327013,0.55277,0.7172277,0,12
455,5847.5225,99.4896,220.0992475,+39.7321958,1.667949,1.232503,0,102
456,4331.9834,112.5115,220.2360947,+39.7334121,0.7372451,0.8249249,0,9
457,4337.6924,112.6559,220.2355792,+39.7334213,0.7530075,0.8335225,0,9
458,5860.9893,112.7575,220.0980270,+39.7331137,0.8719185,0.8954673,0,9
459,3901.2874,91.0061,220.2749900,+39.7319781,2.967993,1.640175,0,48
460,1251.4807,98.1562,220.5142650,+39.7325542,1.921135,1.321777,0,37
461,997.6105,103.1448,220.5371899,+39.7328824,0.8983224,0.9086523,0,9
462,1589.6512,108.5229,220.4837289,+39.7332913,0.8861543,0.9026,0,9
463,4299.3091,113.6677,220.2390450,+39.7334974,0.8846393,0.901876,0,13
464,4520.9941,80.4697,220.2190340,+39.7311569,1.535623,1.183122,0,7
465,4595.6973,92.0629,220.2122860,+39.7319494,3.873449,1.872427,0,173
466,5274.3926,105.0442,220.1509979,+39.7327184,1.374451,1.12009,2,13
467,8424.6416,109.1255,219.8665434,+39.7319655,0.5675715,0.7264069,0,9
468,6329.9775,112.0078,220.0556788,+39.7329321,0.9636377,0.9404742,0,40
469,8337.7930,112.2256,219.8743834,+39.7322187,0.08598606,0.3062916,0,8
470,1169.0225,37.1381,220.5217055,+39.7283115,15.2429,3.707922,17,163
471,3690.2993,61.1819,220.2940461,+39.7299313,30.47569,5.241363,0,105
472,1951.7734,102.6945,220.4510290,+39.7328961,1.788849,1.275892,0,161
473,1647.3090,105.3926,220.4785222,+39.7330760,1.120626,1.012858,0,8
474,8133.1416,106.1002,219.8928653,+39.7318805,1.063729,0.9872716,2,9
475,666.7388,110.6842,220.5670685,+39.7333756,0.8299309,0.8741244,0,8
476,6764.5386,110.3914,220.0164401,+39.7326861,0.9367481,0.9274967,0,13
477,2769.3596,106.5361,220.3772007,+39.7331506,1.361102,1.114697,0,7
478,6062.8477,92.8151,220.0798068,+39.7316750,1.092461,1.000283,2,28
479,7422.8345,96.6558,219.9570058,+39.7315045,1.894384,1.312635,0,56
480,7611.3345,96.0990,219.9399858,+39.7313950,2.018232,1.354481,0,40
481,5082.5049,116.5108,220.1683219,+39.7335554,0.7484541,0.8310932,0,10
482,6043.1240,94.9880,220.0815870,+39.7318313,1.442312,1.147056,2,58
483,5433.4165,98.3544,220.1366404,+39.7322182,2.227397,1.42233,0,59
484,4591.4829,112.5262,220.2126620,+39.7333711,0.9323959,0.9254166,0,35
485,7591.0430,101.1831,219.9418154,+39.7317558,2.641534,1.54794,0,48
486,540.5235,110.8159,220.5784658,+39.7333711,1.248623,1.068286,0,32
487,2387.3447,102.1504,220.4116969,+39.7328576,2.131975,1.391785,0,61
488,4675.0073,96.1824,220.2051235,+39.7322216,2.279737,1.438799,2,51
489,6135.4775,109.5038,220.0732425,+39.7328138,1.703145,1.2453,2,58
490,1124.3242,120.6821,220.5257493,+39.7341099,0.4206469,0.6287772,0,8
491,5998.0195,105.0270,220.0856562,+39.7325406,1.79484,1.278015,2,114
492,336.3490,106.8553,220.5969021,+39.7330716,2.063405,1.369412,0,14
493,8129.3301,107.1972,219.8932088,+39.7319583,1.196941,1.046255,2,10
494,7207.5366,116.8003,219.9764364,+39.7329812,1.193099,1.044608,0,14
495,8429.3066,121.6829,219.8661150,+39.7328355,0.1253199,0.3596184,0,9
496,3691.0071,121.5807,220.2939737,+39.7341255,1.018518,0.9663939,0,10
497,4397.5249,121.5044,220.2301745,+39.7340264,0.6804389,0.7933627,0,8
498,7618.1577,111.9655,219.9393618,+39.7324942,1.097011,1.002334,0,40
499,3562.6550,103.6052,220.3055664,+39.7328905,2.959097,1.637743,0,50
500,7456.9180,104.5047,219.9539245,+39.7320369,1.368722,1.117814,0,10
501,7435.4873,105.8136,219.9558589,+39.7321357,2.304571,1.446553,0,10
502,7369.5522,118.8653,219.9618062,+39.7330663,1.155924,1.028464,0,10
503,673.4132,101.3893,220.5664645,+39.7327308,2.028428,1.357837,0,71
504,1460.7094,105.2086,220.4953722,+39.7330555,2.337432,1.456747,0,49
505,3944.2979,119.9086,220.2711015,+39.7339798,0.9556246,0.9366729,0,11
506,287.2358,100.3677,220.6013359,+39.7326148,3.240182,1.713315,0,38
507,5282.8071,97.8776,220.1502401,+39.7322189,2.985787,1.645058,2,51
508,8023.5522,106.5919,219.9027601,+39.7319601,1.577543,1.198986,0,28
509,7977.3311,120.6650,219.9069261,+39.7329563,0.9146406,0.9167197,3,12
510,8248.6924,125.2998,219.8824212,+39.7331649,0.3233883,0.5547661,0,9
511,180.7832,68.5087,220.6109428,+39.7303882,10.93991,3.141989,3,54
512,593.0241,114.5788,220.5737255,+39.7336382,1.443759,1.147621,0,25
513,4258.2944,116.9111,220.2427479,+39.7337287,1.98679,1.343999,2,8
514,8277.8564,124.9285,219.8797881,+39.7331266,0.6897445,0.7985922,0,9
515,4171.2842,91.0628,220.2506098,+39.7319463,21.95665,4.4494,0,65
516,5197.8022,96.4260,220.1579163,+39.7321365,6.254364,2.37716,0,48
517,4528.3286,101.1472,220.2183673,+39.7325916,1.812296,1.28415,2,86
518,1187.7448,103.1696,220.5200208,+39.7328982,2.976752,1.642595,0,37
519,6476.6089,100.5248,220.0424430,+39.7320910,4.521232,2.022257,3,31
520,1636.9521,116.0924,220.4794580,+39.7338187,1.448905,1.149642,0,15
521,993.1166,123.8538,220.5375978,+39.7343202,0.9602564,0.9388621,0,9
522,7196.5386,125.8877,219.9774253,+39.7336161,0.8789929,0.8990421,0,29
523,715.0564,91.4320,220.5627029,+39.7320436,7.464066,2.596294,0,253
524,855.8266,105.3250,220.5499932,+39.7330217,3.334224,1.737857,0,65
525,5624.4360,110.2102,220.1193881,+39.7329963,2.571234,1.527343,0,105
526,2818.1721,115.4321,220.3727924,+39.7337662,2.313157,1.449232,0,9
527,4561.5894,125.7476,220.2153584,+39.7342943,0.8943441,0.906678,0,8
528,6986.2085,130.4033,219.9964154,+39.7340024,0.8197396,0.8687753,0,12
529,2143.1125,47.3538,220.4337510,+39.7290544,20.34543,4.28317,2,46
530,4889.4326,99.7615,220.1857605,+39.7324306,4.033862,1.910622,0,111
531,5509.8389,118.8828,220.1297334,+39.7336260,1.694933,1.242296,0,63
532,7977.4946,123.4927,219.9069097,+39.7331526,1.395235,1.128447,2,94
533,368.2209,126.5358,220.5940273,+39.7344423,0.9414856,0.9297947,0,13
534,7874.6060,97.3762,219.9162137,+39.7313806,3.265784,1.720026,0,83
535,508.8372,103.7787,220.5813260,+39.7328788,1.844086,1.295259,0,67
536,2668.4148,107.2396,220.3863160,+39.7332035,3.077581,1.670016,0,31
537,3657.6643,122.4615,220.2969845,+39.7341902,0.9775161,0.9471069,0,9
538,6211.4673,132.4537,220.0663724,+39.7343861,0.325982,0.5568082,0,7
539,7554.5503,135.0000,219.9450938,+39.7341179,0.732899,0.8225533,0,9
540,2669.0032,84.9748,220.3862639,+39.7316573,10.09117,3.01786,3,52
541,936.0689,103.2456,220.5427471,+39.7328844,4.256759,1.962463,0,11
542,2223.7441,113.9770,220.4264699,+39.7336807,2.335555,1.45618,1,52
543,6155.1543,115.9835,220.0714634,+39.7332583,1.812406,1.284195,0,20
544,6476.8843,108.6680,220.0424149,+39.7326564,3.752733,1.84316,3,51
545,3112.1050,112.4204,220.3462502,+39.7335402,4.390115,1.992829,0,45
546,7962.4785,114.6498,219.9082703,+39.7325446,3.577075,1.799706,0,80
547,4922.9038,117.0386,220.1827337,+39.7336239,2.275526,1.437486,0,81
548,3503.9285,126.5033,220.3108665,+39.7344863,1.309383,1.093629,2,28
549,6237.7666,90.5784,220.0640132,+39.7314707,11.24178,3.184977,0,61
550,4907.8726,115.6640,220.1840914,+39.7335314,1.964267,1.336404,0,56
551,2120.8096,117.8802,220.4357650,+39.7339519,1.78098,1.273111,0,40
552,3793.5845,117.7476,220.2847114,+39.7338479,2.954267,1.636412,0,116
553,4105.2202,125.6225,220.2565691,+39.7343554,1.166274,1.032979,0,9
554,5688.6895,135.3037,220.1135780,+39.7347231,0.657355,0.7801568,0,6
555,4750.4199,129.2218,220.1983061,+39.7345024,1.442375,1.147078,0,22
556,1232.4751,65.4760,220.5159785,+39.7302836,211.4083,13.80124,0,32
557,3804.7061,103.4641,220.2837093,+39.7328547,2.39207,1.473573,0,56
558,1418.9569,113.0785,220.4991430,+39.7335999,1.823008,1.287902,0,57
559,2711.1055,112.1781,220.3824608,+39.7335448,3.772256,1.847901,0,49
560,3770.3484,113.0155,220.2868103,+39.7335219,4.033466,1.910526,0,12
561,3609.2573,115.3345,220.3013566,+39.7337003,3.66221,1.820894,0,74
562,6007.2451,113.8196,220.0848200,+39.7331487,1.494641,1.167429,0,75
563,8046.3628,117.6800,219.9006945,+39.7327207,2.908777,1.623839,3,67
564,2655.9932,92.3896,220.3874384,+39.7321727,17.58435,3.982217,3,60
565,3166.9978,135.6970,220.3412912,+39.7351528,0.9850087,0.950633,1,16
566,4670.5742,112.6343,220.2055200,+39.7333649,1.984599,1.343234,0,66
567,1970.0643,123.2542,220.4493776,+39.7343240,1.774113,1.270695,0,7
568,8417.0342,138.4804,219.8672135,+39.7340073,0.4195172,0.6279076,0,9
569,7056.7158,114.4402,219.9900560,+39.7328699,5.591706,2.24809,0,85
570,1589.9551,127.1824,220.4837024,+39.7345870,1.537467,1.183834,0,46
571,6466.8721,134.4174,220.0433088,+39.7344475,1.236172,1.063023,0,12
572,1278.1757,130.9407,220.5118571,+39.7348325,1.307935,1.093009,2,12
573,477.2572,119.0045,220.5841800,+39.7339325,3.492377,1.778375,0,57
574,4210.4048,133.6907,220.2470693,+39.7349009,1.306679,1.092473,0,9
575,6303.0874,134.1450,220.0580985,+39.7344772,1.518515,1.176608,2,33
576,6518.6895,128.8262,220.0386320,+39.7340435,1.893282,1.312247,3,62
577,8052.1934,91.7954,219.9001820,+39.7309208,12.64772,3.377961,0,34
578,3618.0901,74.5873,220.3005645,+39.7308698,7.432269,2.590765,0,36
579,2521.0215,82.6813,220.3996265,+39.7315027,8.594033,2.785445,0,100
580,5977.8140,87.0420,220.0874870,+39.7312971,17.2174,3.940499,0,28
581,4360.0933,102.6104,220.2335584,+39.7327202,4.473555,2.011605,0,50
582,147.5251,113.5622,220.6139541,+39.7335122,3.670441,1.822918,0,68
583,1672.2294,121.3466,220.4762726,+39.7341848,2.085589,1.376684,3,45
584,3449.3108,142.3056,220.3157967,+39.7355888,0.4801005,0.6700417,3,9
585,5413.9043,98.2895,220.1384023,+39.7322182,5.053591,2.137573,0,46
586,1170.1455,131.5978,220.5216125,+39.7348711,1.412667,1.13534,0,6
587,1102.7701,141.9669,220.5276977,+39.7355864,0.9177122,0.9182187,0,13
588,1281.3928,110.3050,220.5115649,+39.7333997,6.491947,2.421756,0,42
589,7073.3799,123.2640,219.9885473,+39.7334769,3.015698,1.653235,0,76
590,8285.4727,130.6870,219.8790972,+39.7335232,1.463103,1.155217,0,9
591,7370.9492,135.8049,219.9616719,+39.7342421,1.589493,1.20346,0,62
592,3164.6785,140.4861,220.3415001,+39.7354855,1.098951,1.003226,0,63
593,1442.1016,143.3451,220.4970550,+39.7357029,0.8309056,0.874617,0,13
594,6247.7051,128.7852,220.0631015,+39.7341210,1.652709,1.226884,2,49
595,5141.5771,131.6210,220.1629836,+39.7345924,2.503444,1.507218,0,9
596,8420.6514,146.7000,219.8668822,+39.7345764,-0.0009208303,0.1280284,0,9
597,2310.6184,100.0363,220.4186253,+39.7327119,2.747985,1.578611,0,46
598,2238.8101,114.1061,220.4251095,+39.7336895,3.479355,1.775072,0,41
599,2118.3752,133.9215,220.4359849,+39.7350658,1.575061,1.198047,2,10
600,5060.8877,140.1864,220.1702676,+39.7352039,0.8995075,0.9092259,0,11
601,3735.9927,129.3842,220.2899103,+39.7346625,2.00927,1.351469,0,22
602,8131.4551,136.6439,219.8930008,+39.7340022,1.272506,1.07831,0,9
603,7407.4541,141.3849,219.9583730,+39.7346161,1.316923,1.096711,0,10
604,1113.3678,146.2187,220.5267411,+39.7358825,0.8049843,0.8611344,0,7
605,163.3943,59.8363,220.6125113,+39.7297836,135.0819,11.03231,3,54
606,7815.9194,112.9484,219.9215046,+39.7324853,7.958592,2.680719,0,143
607,4378.7686,130.9767,220.2318662,+39.7346872,1.678464,1.236317,0,30
608,7347.8193,108.4853,219.9637735,+39.7323534,2.663161,1.554207,1,69
609,1380.8962,126.2478,220.5025808,+39.7345125,2.607647,1.53805,0,38
610,1919.1299,136.8150,220.4539774,+39.7352650,1.658382,1.228982,0,10
611,8438.6064,149.1665,219.8652595,+39.7347398,0.01006733,0.1594343,0,5
612,2866.9724,151.6791,220.3683833,+39.7362809,0.5562577,0.7193685,0,12
613,40.5257,98.3343,220.6236132,+39.7324394,5.908588,2.31072,0,39
614,2542.0134,114.6813,220.3977298,+39.7337243,5.246954,2.177918,0,47
615,2313.5405,127.4427,220.4183610,+39.7346150,3.763488,1.845771,0,42
616,2058.5535,130.7043,220.4413870,+39.7348422,3.155928,1.691016,0,40
617,8080.1074,133.4521,219.8976390,+39.7338019,2.167376,1.403198,0,50
618,2035.1312,103.8626,220.4435018,+39.7329781,26.16615,4.8569,0,68
619,6325.3604,133.9860,220.0560873,+39.7344596,2.889082,1.618374,0,105
620,1287.2972,141.7185,220.5110342,+39.7355815,1.070743,0.9904794,3,10
621,2099.0278,146.1889,220.4377321,+39.7359177,1.548351,1.187965,2,91
622,5895.6572,150.9280,220.0948834,+39.7357553,0.8201989,0.8690709,0,9
623,495.6950,122.5735,220.5825156,+39.7341825,5.777861,2.285083,0,22
624,2098.9600,134.2760,220.4377381,+39.7350904,1.981785,1.342284,0,54
625,5801.4395,139.4782,220.1033953,+39.7349846,1.928271,1.324206,0,43
626,1156.1990,145.0904,220.5228732,+39.7358071,1.026301,0.9700017,0,9
627,3452.3018,136.9661,220.3155273,+39.7352177,1.375932,1.120678,2,93
628,2876.4436,141.6642,220.3675286,+39.7355849,1.633992,1.220006,0,9
629,2413.2029,154.6717,220.4093606,+39.7365044,0.5544932,0.7182395,0,9
630,186.7695,147.1308,220.6104163,+39.7358488,1.067431,0.9889343,0,9
631,5044.5396,149.6440,220.1717414,+39.7358640,0.8963492,0.9076782,1,10
632,5548.0034,147.6301,220.1262782,+39.7356132,1.739799,1.258459,3,10
633,1010.7147,150.7428,220.5360115,+39.7361888,1.047652,0.9799136,0,13
634,7514.2886,150.7513,219.9487215,+39.7352268,0.99511,0.9554293,0,9
635,7160.3403,155.3221,219.9806804,+39.7356728,0.7159491,0.8132489,0,8
636,1846.4385,116.2578,220.4605411,+39.7338361,13.76804,3.5242,0,49
637,5909.5771,143.1027,220.0936291,+39.7352082,1.820237,1.286922,2,12
638,5046.4771,153.5317,220.1715654,+39.7361336,1.124234,1.014502,3,41
639,56.1706,145.0126,220.6222094,+39.7356831,1.636736,1.221019,0,9
640,7786.4922,152.5096,219.9241413,+39.7352441,1.109293,1.007863,0,9
641,5328.2612,135.6252,220.1461248,+39.7348302,1.296706,1.088372,0,11
642,5410.7769,142.4713,220.1386715,+39.7352870,1.451479,1.150654,0,104
643,1796.8516,142.0268,220.4650197,+39.7356245,1.770701,1.269482,0,8
644,5618.4893,152.5019,220.1199117,+39.7359346,0.7771255,0.8464904,0,9
645,407.6309,130.6411,220.5904692,+39.7347322,4.775308,2.078085,0,35
646,5549.1929,150.6055,220.1261699,+39.7358195,1.558887,1.191925,3,47
647,6034.5083,156.0163,220.0823432,+39.7360715,0.8695907,0.894277,0,26
648,3495.5696,131.5147,220.3116207,+39.7348351,2.25474,1.43096,2,10
649,2697.3281,143.8497,220.3837033,+39.7357447,1.641642,1.222827,3,12
