_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
220.52778600,+39.82039700,220.527786,+39.820397,1,+,3,J144206.66+394913.4,,2003.2317,3,23.080,0.519,22.837,0.190,22.034,0.150,22.789,0.416,21.589,0.468,,0.1630,0.0921,0.3706
220.51736700,+39.80306300,220.517367,+39.803063,1,+,3,J144204.16+394811.0,,2003.2317,3,23.769,0.644,23.220,0.199,21.749,0.089,20.896,0.062,20.332,0.125,,0.5213,0.0478,0.5302
220.51501800,+39.82288200,220.515018,+39.822882,1,+,6,J144203.60+394922.3,,2003.2317,3,23.234,0.367,23.773,0.250,22.486,0.140,22.299,0.166,21.883,0.341,,,,
220.51737200,+39.83172900,220.517372,+39.831729,1,,3,J144204.16+394954.2,,2003.2317,3,25.203,0.652,24.303,0.396,23.642,0.396,21.765,0.119,21.125,0.222,,0.9901,0.0804,0.7064
220.52633800,+39.80250700,220.526338,+39.802507,1,,6,J144206.32+394809.0,,2003.2317,3,23.951,0.592,24.478,0.389,24.066,0.457,22.470,0.191,21.659,0.294,,,,
220.53138300,+39.81034700,220.531383,+39.810347,1,,6,J144207.53+394837.2,,2003.2317,3,23.460,0.440,24.152,0.325,23.090,0.230,21.686,0.098,20.564,0.124,,,,
220.52161000,+39.80789700,220.521610,+39.807897,1,,3,J144205.18+394828.4,,2003.2317,3,25.063,1.042,24.437,0.637,23.041,0.363,21.683,0.163,21.096,0.329,,0.6190,0.0568,0.6589
220.55235800,+39.82323800,220.552358,+39.823238,2,,3,J144212.56+394923.6,,2003.2260,3,23.881,0.899,22.791,0.180,21.845,0.122,21.585,0.156,20.916,0.271,,,,
220.55778700,+39.82435500,220.557787,+39.824355,1,,3,J144213.86+394927.6,,2003.2260,3,22.653,0.323,22.932,0.185,23.060,0.313,24.175,0.860,23.318,0.640,,-9999.0000,-9999.0000,0.4039
220.57449800,+39.81745200,220.574498,+39.817452,1,+,6,J144217.87+394902.8,,2003.2260,3,23.498,0.576,22.499,0.116,21.677,0.086,21.198,0.090,21.277,0.290,,,,
220.55887800,+39.79649900,220.558878,+39.796499,1,,6,J144214.13+394747.3,,2003.2317,3,22.823,0.280,25.658,0.393,25.716,0.405,23.139,0.321,22.994,0.461,,,,
220.55238800,+39.82325900,220.552388,+39.823259,1,+,3,J144212.57+394923.7,,2003.2317,3,25.014,0.693,23.079,0.155,22.060,0.104,22.035,0.143,21.342,0.252,,0.4022,0.1017,0.3618
220.55400000,+39.81991700,220.554000,+39.819917,1,+,6,J144212.95+394911.7,,2003.2317,3,24.240,0.671,23.274,0.172,21.769,0.078,20.693,0.044,20.194,0.092,,,,
220.55515600,+39.80214200,220.555156,+39.802142,1,+,3,J144213.23+394807.7,,2003.2317,3,22.677,0.391,22.137,0.110,21.243,0.078,20.969,0.093,20.648,0.231,,0.4122,0.1081,0.3930
220.56640800,+39.80896200,220.566408,+39.808962,1,+,3,J144215.93+394832.2,*,2003.2317,3,22.654,0.271,22.504,0.104,22.195,0.125,21.847,0.132,21.317,0.268,,0.6841,0.1716,0.6762
220.57030800,+39.80637600,220.570308,+39.806376,1,+,3,J144216.87+394822.9,,2003.2317,3,24.539,0.910,23.142,0.200,21.987,0.116,21.486,0.110,21.138,0.262,,0.4745,0.0998,0.4384
220.57253600,+39.80472300,220.572536,+39.804723,1,+,3,J144217.40+394817.0,,2003.2317,3,23.260,0.681,22.333,0.140,21.322,0.091,20.371,0.060,19.808,0.121,,0.6370,0.0637,0.6394
220.57479100,+39.80688800,220.574791,+39.806888,1,+,3,J144217.94+394824.7,,2003.2317,3,24.058,0.838,22.782,0.154,21.405,0.074,20.491,0.049,20.039,0.109,,0.5668,0.0481,0.5453
220.54889400,+39.80481600,220.548894,+39.804816,1,+,3,J144211.73+394817.3,,2003.2317,3,23.528,0.556,24.330,0.446,22.353,0.152,22.380,0.225,23.222,0.547,,0.6831,0.1257,0.2806
220.56223200,+39.80271000,220.562232,+39.802710,1,,6,J144214.93+394809.7,,2003.2317,3,24.404,0.678,25.589,0.406,24.350,0.521,22.585,0.209,22.448,0.444,,,,
220.57639500,+39.81166900,220.576395,+39.811669,1,,3,J144218.33+394842.0,,2003.2317,3,23.011,0.816,23.936,0.782,21.798,0.197,21.873,0.334,20.965,0.484,,0.4872,0.0668,0.4058
220.60404500,+39.83918400,220.604045,+39.839184,1,+,6,J144224.97+395021.0,*,2003.2260,3,17.810,0.011,16.230,0.004,15.615,0.004,15.366,0.004,15.260,0.005,-0.00015,,,
220.60167700,+39.84154600,220.601677,+39.841546,1,+,3,J144224.40+395029.5,,2003.2260,3,24.767,1.063,22.421,0.131,21.598,0.096,20.965,0.089,21.473,0.427,,0.2897,0.1542,0.3002
220.60316200,+39.83671200,220.603162,+39.836712,1,,3,J144224.75+395012.1,,2003.2260,3,23.978,0.984,24.970,0.781,24.034,0.742,21.734,0.186,22.244,0.728,,0.6905,0.1106,0.4893
220.57556000,+39.84926000,220.575560,+39.849260,1,+,3,J144218.13+395057.3,,2003.2260,3,22.012,0.250,20.118,0.024,19.104,0.015,18.609,0.015,18.234,0.034,,0.1832,0.0406,0.1852
220.59623700,+39.84622400,220.596237,+39.846224,1,,3,J144223.09+395046.4,,2003.2260,3,21.776,0.206,20.315,0.028,19.329,0.018,18.784,0.018,18.488,0.042,,0.2005,0.0330,0.2025
220.59166200,+39.82354300,220.591662,+39.823543,1,+,6,J144221.99+394924.7,,2003.2260,3,23.070,0.402,20.543,0.024,19.485,0.015,19.113,0.016,18.854,0.037,,,,
220.58056000,+39.85463500,220.580560,+39.854635,1,,6,J144219.33+395116.6,,2003.2260,3,23.334,0.502,23.266,0.211,22.903,0.236,22.736,0.320,22.075,0.472,,,,
220.58319400,+39.85596500,220.583194,+39.855965,1,+,3,J144219.96+395121.4,,2003.2260,3,25.280,1.143,21.872,0.102,20.583,0.050,19.980,0.048,19.593,0.109,,0.3950,0.0933,0.3881
220.58353200,+39.84308200,220.583532,+39.843082,1,+,3,J144220.04+395035.0,,2003.2260,3,24.961,1.049,22.265,0.116,20.929,0.055,20.269,0.050,20.049,0.130,,0.4177,0.1085,0.4272
220.58346700,+39.83507900,220.583467,+39.835079,1,+,6,J144220.03+395006.2,,2003.2260,3,24.707,0.875,22.134,0.082,21.095,0.051,20.424,0.045,20.493,0.143,,,,
220.57185400,+39.83135800,220.571854,+39.831358,1,+,6,J144217.24+394952.8,,2003.2260,3,26.150,0.415,23.658,0.316,22.184,0.140,21.848,0.167,21.522,0.372,,,,
220.58966200,+39.82678100,220.589662,+39.826781,1,+,6,J144221.51+394936.4,,2003.2260,3,23.743,0.688,23.475,0.270,22.496,0.180,22.263,0.234,22.770,0.655,,,,
220.58175700,+39.82537800,220.581757,+39.825378,1,,6,J144219.62+394931.3,,2003.2260,3,24.963,0.827,23.502,0.260,23.013,0.261,22.123,0.195,22.819,0.606,,,,
220.54076500,+39.85749600,220.540765,+39.857496,1,+,6,J144209.78+395126.9,*,2003.2260,3,16.488,0.006,15.072,0.003,14.610,0.003,14.457,0.003,14.426,0.004,,,,
220.53797700,+39.83741400,220.537977,+39.837414,1,,3,J144209.11+395014.6,*,2003.2260,3,21.197,0.167,19.389,0.017,18.379,0.011,17.870,0.011,17.612,0.026,,0.1815,0.0276,0.1808
220.53744900,+39.83879200,220.537449,+39.838792,1,,3,J144208.98+395019.6,,2003.2260,3,23.200,0.874,20.992,0.060,20.120,0.043,19.617,0.044,19.425,0.117,,0.2909,0.1150,0.2517
220.53737500,+39.83732000,220.537375,+39.837320,1,,3,J144208.97+395014.3,,2003.2260,3,17.072,0.073,21.490,2.302,20.980,2.276,29.859,0.527,28.670,0.297,,-9999.0000,-9999.0000,0.3868
220.53576300,+39.85814100,220.535763,+39.858141,1,+,3,J144208.58+395129.3,,2003.2260,3,22.842,0.559,24.624,0.896,23.121,0.482,23.042,0.705,21.591,0.619,,0.6239,0.1022,0.4434
220.54669700,+39.85429300,220.546697,+39.854293,1,,6,J144211.20+395115.4,,2003.2260,3,22.180,0.202,25.399,0.554,24.125,0.576,23.609,0.596,23.359,0.525,,,,
220.52827500,+39.84970000,220.528275,+39.849700,1,,3,J144206.78+395058.9,,2003.2260,3,23.211,0.591,22.978,0.219,23.051,0.362,23.468,0.746,22.119,0.676,,0.7312,0.1570,0.4059
220.52337300,+39.83985600,220.523373,+39.839856,1,+,6,J144205.60+395023.4,,2003.2260,3,25.993,0.472,22.906,0.169,21.359,0.069,20.938,0.075,20.575,0.172,,,,
220.53285200,+39.84857200,220.532852,+39.848572,1,+,6,J144207.88+395054.8,,2003.2260,3,22.492,0.269,21.398,0.047,20.957,0.048,20.946,0.073,20.829,0.205,,,,
220.53074600,+39.84383500,220.530746,+39.843835,1,+,3,J144207.37+395037.8,,2003.2260,3,22.630,0.367,22.552,0.153,21.483,0.094,21.197,0.115,20.584,0.214,,0.4343,0.0903,0.3959
220.53477000,+39.82853200,220.534770,+39.828532,2,,3,J144208.34+394942.7,*,2003.2260,3,22.215,0.345,20.587,0.039,19.682,0.027,19.161,0.027,18.857,0.066,,,,
220.53181000,+39.82791800,220.531810,+39.827918,2,,3,J144207.63+394940.5,,2003.2260,3,24.753,0.930,24.680,0.581,22.213,0.143,21.531,0.125,20.736,0.197,,,,
220.54502500,+39.83262600,220.545025,+39.832626,1,+,6,J144210.80+394957.4,*,2003.2260,3,23.252,0.457,21.888,0.067,21.127,0.052,20.858,0.064,20.592,0.157,,,,
220.54745000,+39.83352500,220.547450,+39.833525,1,+,3,J144211.38+395000.6,,2003.2260,3,24.710,1.070,22.041,0.093,21.361,0.078,20.965,0.088,21.534,0.440,,0.1367,0.1015,0.2154
220.55188800,+39.83918500,220.551888,+39.839185,1,+,3,J144212.45+395021.0,,2003.2260,3,24.852,1.111,22.604,0.159,21.317,0.079,20.931,0.091,20.729,0.241,,0.3593,0.1098,0.3222
220.55066200,+39.83710700,220.550662,+39.837107,1,+,6,J144212.15+395013.5,,2003.2260,3,23.577,0.646,22.995,0.186,21.505,0.079,20.566,0.055,19.843,0.093,,,,
220.54662100,+39.82498100,220.546621,+39.824981,2,,3,J144211.18+394929.9,,2003.2260,3,23.122,0.489,22.711,0.155,22.882,0.278,22.286,0.265,22.808,0.729,,,,
220.55016500,+39.82668100,220.550165,+39.826681,1,+,6,J144212.03+394936.0,,2003.2260,3,23.817,0.689,22.710,0.137,21.314,0.063,20.504,0.049,20.063,0.104,,,,
220.53759100,+39.85502000,220.537591,+39.855020,1,+,6,J144209.02+395118.0,,2003.2260,3,23.382,0.561,24.287,0.482,22.608,0.204,23.984,0.778,24.104,0.368,,,,
220.54933100,+39.82849900,220.549331,+39.828499,1,+,3,J144211.83+394942.5,,2003.2260,3,22.247,0.966,21.722,0.275,20.798,0.185,21.416,0.539,21.079,1.306,,0.5286,0.0561,0.3160
220.51925300,+39.83942800,220.519253,+39.839428,1,,3,J144204.62+395021.9,,2003.2260,3,22.716,0.504,22.703,0.226,21.995,0.188,21.404,0.180,20.246,0.209,,-9999.0000,-9999.0000,0.5483
220.54314100,+39.82254700,220.543141,+39.822547,1,+,3,J144210.35+394921.1,,2003.2317,3,24.570,0.700,22.969,0.136,21.731,0.075,20.587,0.041,19.943,0.075,,0.6579,0.0702,0.6354
220.53484800,+39.82858300,220.534848,+39.828583,1,+,3,J144208.36+394942.8,*,2003.2317,3,21.933,0.247,20.539,0.034,19.641,0.024,19.227,0.025,18.897,0.061,,0.2192,0.0523,0.2223
220.53190200,+39.82791300,220.531902,+39.827913,1,+,3,J144207.65+394940.4,,2003.2317,3,22.765,0.551,23.055,0.314,21.435,0.120,20.462,0.077,19.770,0.140,,0.5641,0.0404,0.5606
220.54656900,+39.82501200,220.546569,+39.825012,1,+,3,J144211.17+394930.0,,2003.2317,3,22.844,0.310,22.830,0.135,22.541,0.168,22.603,0.250,21.851,0.393,,0.7283,0.1652,0.4295
220.54239400,+39.86075600,220.542394,+39.860756,1,+,3,J144210.17+395138.7,,2003.2260,3,24.961,0.897,22.899,0.171,21.193,0.060,20.601,0.056,20.427,0.149,,0.3897,0.0503,0.3706
220.57284700,+39.85897100,220.572847,+39.858971,1,+,6,J144217.48+395132.2,*,2003.2260,3,18.394,0.015,17.219,0.005,16.746,0.004,16.566,0.005,16.493,0.008,0.00001,,,
220.57062300,+39.85837700,220.570623,+39.858377,1,+,3,J144216.94+395130.1,,2003.2260,3,23.718,1.162,24.509,0.730,22.112,0.202,21.434,0.161,21.218,0.394,,0.4059,0.0405,0.4784
220.55819100,+39.87577100,220.558191,+39.875771,1,+,3,J144213.96+395232.7,,2003.2260,3,21.401,0.144,21.378,0.062,20.530,0.045,20.194,0.053,20.176,0.165,,0.4635,0.0884,0.4505
220.55998000,+39.88264500,220.559980,+39.882645,1,+,6,J144214.39+395257.5,,2003.2260,3,23.898,0.722,21.735,0.060,20.424,0.030,19.579,0.023,19.232,0.051,,,,
220.56263700,+39.88031900,220.562637,+39.880319,1,+,3,J144215.03+395249.1,,2003.2260,3,23.193,0.657,21.783,0.089,20.819,0.059,20.360,0.063,19.935,0.140,,0.4118,0.1089,0.4058
220.55905700,+39.87243200,220.559057,+39.872432,1,+,3,J144214.17+395220.7,,2003.2260,3,23.181,0.549,22.930,0.197,21.133,0.064,20.566,0.062,20.232,0.144,,0.3945,0.0645,0.4068
220.56352000,+39.86300300,220.563520,+39.863003,1,+,3,J144215.24+395146.8,,2003.2260,3,22.702,0.375,22.882,0.194,22.164,0.160,21.679,0.168,21.064,0.303,,0.6138,0.1073,0.5922
220.56596900,+39.85393800,220.565969,+39.853938,1,+,3,J144215.83+395114.1,,2003.2260,3,24.832,1.874,21.911,0.146,21.380,0.139,21.598,0.274,20.870,0.464,,0.1761,0.1079,0.3057
220.57049100,+39.84869500,220.570491,+39.848695,1,+,3,J144216.91+395055.3,,2003.2260,3,22.334,0.360,21.542,0.081,20.870,0.068,20.571,0.084,20.065,0.172,,0.3325,0.1156,0.3463
220.55469100,+39.86464500,220.554691,+39.864645,1,,6,J144213.12+395152.7,,2003.2260,3,24.573,0.914,24.013,0.392,23.567,0.427,21.511,0.118,20.566,0.162,,,,
220.55279500,+39.86470100,220.552795,+39.864701,1,+,3,J144212.67+395152.9,*,2003.2260,3,23.978,0.835,23.461,0.282,22.345,0.168,21.975,0.193,22.052,0.548,,0.4667,0.1050,0.4477
220.55538600,+39.86185800,220.555386,+39.861858,1,+,6,J144213.29+395142.6,,2003.2260,3,25.140,0.832,23.587,0.294,22.010,0.119,21.210,0.094,21.004,0.241,,,,
220.55283400,+39.87580600,220.552834,+39.875806,1,,6,J144212.68+395232.9,,2003.2260,3,23.020,0.397,23.511,0.266,23.310,0.343,21.990,0.176,21.493,0.337,,,,
220.46874300,+39.83244300,220.468743,+39.832443,1,+,3,J144152.49+394956.7,,2003.2317,3,22.041,0.165,22.037,0.073,21.520,0.071,21.196,0.078,20.575,0.150,,0.6051,0.1589,0.5629
220.46284500,+39.81459400,220.462845,+39.814594,1,,6,J144151.08+394852.5,,2003.2317,3,22.331,0.209,21.990,0.070,21.832,0.091,21.703,0.119,21.108,0.230,,,,
220.47698300,+39.81233900,220.476983,+39.812339,1,+,6,J144154.47+394844.4,,2003.2317,3,21.607,0.107,21.028,0.031,20.935,0.039,20.756,0.048,20.602,0.133,1.56362,,,
220.47944100,+39.80781200,220.479441,+39.807812,1,+,3,J144155.06+394828.1,,2003.2317,3,21.595,0.169,20.952,0.044,20.070,0.031,19.786,0.038,19.449,0.091,,0.3587,0.0588,0.3538
220.45526700,+39.81260000,220.455267,+39.812600,1,,6,J144149.26+394845.3,,2003.2317,3,24.610,0.719,23.470,0.212,23.393,0.303,22.289,0.175,21.729,0.326,,,,
220.47061100,+39.82624300,220.470611,+39.826243,1,+,6,J144152.94+394934.4,*,2003.2317,3,23.839,0.551,21.983,0.061,20.546,0.029,19.381,0.017,18.823,0.031,,,,
220.46981300,+39.82440100,220.469813,+39.824401,1,+,3,J144152.75+394927.8,,2003.2317,3,23.958,0.615,23.092,0.158,22.426,0.140,22.204,0.166,21.754,0.338,,0.3002,0.1135,0.3464
220.47353400,+39.82408200,220.473534,+39.824082,1,+,3,J144153.64+394926.6,,2003.2317,3,22.942,0.379,22.931,0.168,22.000,0.118,22.047,0.180,21.139,0.263,,0.3961,0.0900,0.3973
220.47639600,+39.81712700,220.476396,+39.817127,1,,3,J144154.33+394901.6,,2003.2317,3,23.438,0.647,22.903,0.190,23.122,0.359,22.717,0.373,21.622,0.453,,0.8850,0.2072,0.5220
220.48138700,+39.82715100,220.481387,+39.827151,1,+,3,J144155.53+394937.7,,2003.2317,3,22.232,1.349,21.253,0.244,21.409,0.447,21.115,0.531,24.934,1.266,,-9999.0000,-9999.0000,0.1580
220.47317600,+39.80677600,220.473176,+39.806776,1,+,3,J144153.56+394824.3,,2003.2317,3,23.589,0.808,22.592,0.164,21.839,0.139,21.460,0.146,21.294,0.406,,0.3866,0.1271,0.3991
220.47024300,+39.79481300,220.470243,+39.794813,1,,6,J144152.85+394741.3,,2003.2317,3,23.211,0.364,23.542,0.214,23.965,0.428,24.051,0.522,22.158,0.394,,,,
220.48308600,+39.81319000,220.483086,+39.813190,1,+,3,J144155.94+394847.4,,2003.2317,3,23.610,1.061,22.598,0.214,21.887,0.178,21.404,0.177,21.309,0.527,,0.4935,0.1731,0.4524
220.47725500,+39.79559300,220.477255,+39.795593,1,,3,J144154.54+394744.1,,2003.2317,3,23.211,0.448,23.105,0.186,23.131,0.296,22.771,0.318,22.475,0.588,,0.7722,0.2065,0.6016
220.49460400,+39.81411800,220.494604,+39.814118,1,,3,J144158.70+394850.8,,2003.2317,3,23.025,0.361,22.945,0.149,22.807,0.207,22.410,0.212,21.253,0.252,,-9999.0000,-9999.0000,0.5206
220.46109600,+39.81642400,220.461096,+39.816424,1,+,3,J144150.66+394859.1,,2003.2317,3,22.261,0.332,23.560,0.441,22.083,0.195,22.353,0.371,21.306,0.479,,0.2357,0.0875,0.4042
220.47226500,+39.82857500,220.472265,+39.828575,1,+,3,J144153.34+394942.8,,2003.2317,3,23.582,0.670,23.272,0.246,22.185,0.153,22.573,0.317,21.258,0.326,,-9999.0000,-9999.0000,0.4035
220.47677300,+39.82746800,220.476773,+39.827468,1,+,6,J144154.42+394938.8,,2003.2317,3,23.267,0.404,23.940,0.305,22.641,0.173,22.547,0.223,21.887,0.372,,,,
220.47081500,+39.81679400,220.470815,+39.816794,1,+,3,J144152.99+394900.4,,2003.2317,3,23.923,0.629,23.393,0.207,22.489,0.153,22.078,0.154,22.020,0.416,,0.5942,0.1168,0.4660
220.48671000,+39.81886500,220.486710,+39.818865,1,+,6,J144156.81+394907.9,,2003.2317,3,24.213,0.675,24.229,0.361,22.511,0.149,21.592,0.097,21.304,0.239,,,,
220.48821600,+39.82018000,220.488216,+39.820180,1,+,3,J144157.17+394912.6,,2003.2317,3,24.627,1.375,23.329,0.353,21.895,0.160,21.539,0.180,21.041,0.382,,0.3883,0.0862,0.3952
220.48652100,+39.81421200,220.486521,+39.814212,1,+,3,J144156.76+394851.1,,2003.2317,3,24.516,1.034,23.865,0.405,22.520,0.210,21.550,0.134,20.683,0.208,,0.8865,0.0672,0.6264
220.46748300,+39.80826700,220.467483,+39.808267,1,,3,J144152.19+394829.7,,2003.2317,3,23.598,0.638,24.022,0.410,23.823,0.533,21.866,0.160,22.315,0.599,,0.5108,0.1387,0.4842
220.47960900,+39.82871200,220.479609,+39.828712,1,,6,J144155.10+394943.3,,2003.2317,3,24.548,0.700,25.361,0.449,24.777,0.576,24.179,0.550,20.695,0.141,,,,
220.50781900,+39.84891600,220.507819,+39.848916,1,,6,J144201.87+395056.0,,2003.2260,3,21.230,0.094,19.933,0.016,19.363,0.014,19.145,0.017,19.026,0.043,,,,
220.50751100,+39.83752400,220.507511,+39.837524,2,,3,J144201.80+395015.0,,2003.2260,3,21.553,0.206,20.552,0.039,19.687,0.028,19.367,0.033,19.118,0.087,,,,
220.48211000,+39.84680800,220.482110,+39.846808,2,,3,J144155.70+395048.5,,2003.2260,3,22.314,0.299,21.471,0.065,21.106,0.071,21.144,0.119,20.471,0.210,,,,
220.48695200,+39.84884500,220.486952,+39.848845,1,,6,J144156.86+395055.8,,2003.2260,3,25.687,0.573,22.938,0.168,23.494,0.408,23.799,0.689,23.830,0.432,,,,
220.49464500,+39.84538600,220.494645,+39.845386,1,+,3,J144158.71+395043.3,,2003.2260,3,22.014,0.238,22.460,0.154,21.638,0.116,21.534,0.170,20.512,0.222,,0.5059,0.1145,0.4222
220.49667900,+39.84263400,220.496679,+39.842634,1,,3,J144159.20+395033.4,,2003.2260,3,23.663,0.859,22.760,0.195,24.376,0.926,22.048,0.260,21.651,0.552,,-9999.0000,-9999.0000,0.5647
220.50183200,+39.84748200,220.501832,+39.847482,1,+,3,J144200.43+395050.9,,2003.2260,3,22.050,0.250,21.808,0.091,20.699,0.053,20.464,0.069,20.054,0.161,,0.4115,0.0619,0.4013
220.49229400,+39.84888100,220.492294,+39.848881,1,,6,J144158.15+395055.9,,2003.2260,3,23.738,0.658,25.102,0.574,23.039,0.270,22.005,0.173,22.940,0.599,,,,
220.50877700,+39.84222700,220.508777,+39.842227,1,,3,J144202.10+395032.0,,2003.2260,3,25.680,0.948,23.378,0.403,22.211,0.223,21.679,0.226,21.129,0.456,,0.4641,0.1190,0.4341
220.50750900,+39.83754300,220.507509,+39.837543,1,+,3,J144201.80+395015.1,,2003.2317,3,21.666,0.163,20.745,0.034,19.962,0.027,19.556,0.028,19.221,0.067,,0.2688,0.0801,0.2819
220.48214900,+39.84689400,220.482149,+39.846894,1,+,3,J144155.71+395048.8,,2003.2317,3,22.150,0.256,21.491,0.066,20.858,0.058,20.803,0.082,20.332,0.178,,0.3108,0.0693,0.3244
220.47845000,+39.83925000,220.478450,+39.839250,1,+,6,J144154.82+395021.2,,2003.2317,3,23.974,0.611,22.808,0.123,21.589,0.068,21.107,0.064,20.937,0.178,,,,
220.48652600,+39.83856200,220.486526,+39.838562,1,+,6,J144156.76+395018.8,,2003.2317,3,24.034,0.606,23.270,0.171,22.559,0.150,22.464,0.191,22.171,0.401,,,,
220.49349100,+39.84021400,220.493491,+39.840214,1,,3,J144158.43+395024.7,,2003.2317,3,22.431,0.426,21.309,0.071,20.339,0.048,19.947,0.051,20.172,0.206,,0.3404,0.1187,0.3181
220.49285400,+39.84023800,220.492854,+39.840238,1,,3,J144158.28+395024.8,,2003.2317,3,24.190,0.769,22.901,0.151,22.056,0.120,22.097,0.176,20.913,0.200,,0.4228,0.1172,0.3920
220.48816600,+39.83228800,220.488166,+39.832288,1,+,3,J144157.15+394956.2,,2003.2317,3,23.721,0.628,22.378,0.101,21.521,0.075,21.175,0.082,21.216,0.267,,0.4009,0.1513,0.3378
220.48872200,+39.82340800,220.488722,+39.823408,1,+,3,J144157.29+394924.2,,2003.2317,3,21.541,0.186,20.912,0.049,19.894,0.031,19.430,0.031,19.208,0.086,,0.3924,0.0898,0.3879
220.49063300,+39.82549800,220.490633,+39.825498,1,+,3,J144157.75+394931.7,,2003.2317,3,22.794,0.320,22.858,0.151,22.252,0.139,21.950,0.156,21.861,0.425,,0.6283,0.1156,0.5190
220.49357700,+39.82951400,220.493577,+39.829514,1,,6,J144158.45+394946.2,,2003.2317,3,23.780,0.582,23.254,0.188,23.041,0.247,23.040,0.343,22.278,0.474,,,,
220.49766300,+39.82979600,220.497663,+39.829796,1,+,6,J144159.43+394947.2,,2003.2317,3,24.616,0.706,22.812,0.121,21.715,0.075,21.290,0.073,20.835,0.160,,,,
220.50251600,+39.83268200,220.502516,+39.832682,1,+,3,J144200.60+394957.6,,2003.2317,3,26.530,4.625,20.618,0.301,20.458,0.411,19.435,0.181,19.078,0.650,,0.2148,0.1332,0.4941
220.50110100,+39.82032600,220.501101,+39.820326,1,+,3,J144200.26+394913.1,,2003.2317,3,23.331,0.472,22.567,0.113,21.954,0.105,22.034,0.164,21.874,0.419,,0.3510,0.0953,0.3040
220.50897600,+39.83018500,220.508976,+39.830185,1,+,3,J144202.15+394948.6,,2003.2317,3,22.817,0.475,22.213,0.125,21.480,0.110,21.098,0.112,21.252,0.420,,0.4575,0.1592,0.3991
220.48687700,+39.82541500,220.486877,+39.825415,1,+,3,J144156.85+394931.4,,2003.2317,3,26.358,0.345,24.840,0.603,22.382,0.168,21.752,0.143,21.509,0.364,,0.3471,0.0473,0.4179
220.49816400,+39.83570600,220.498164,+39.835706,1,+,3,J144159.55+395008.5,,2003.2317,3,24.941,0.741,25.081,0.517,22.842,0.214,22.060,0.167,21.710,0.352,,0.5096,0.0305,0.5003
220.48338500,+39.83847800,220.483385,+39.838478,1,,3,J144156.01+395018.5,,2003.2317,3,23.705,0.559,23.839,0.296,23.516,0.361,22.297,0.190,21.537,0.308,,0.6162,0.1204,0.7206
220.49887900,+39.82565000,220.498879,+39.825650,1,,3,J144159.73+394932.3,,2003.2317,3,22.855,0.457,23.564,0.368,22.643,0.266,21.283,0.121,21.495,0.465,,0.7332,0.0811,0.5629
220.49320700,+39.81956400,220.493207,+39.819564,1,,3,J144158.36+394910.4,,2003.2317,3,25.865,0.687,23.714,0.422,22.245,0.191,22.160,0.273,21.987,0.660,,0.2833,0.0892,0.3297
220.45651700,+39.85645900,220.456517,+39.856459,1,+,6,J144149.56+395123.2,,2003.2260,3,21.128,0.091,20.677,0.028,20.995,0.050,21.440,0.114,20.835,0.210,,,,
220.45101000,+39.85619300,220.451010,+39.856193,2,,6,J144148.24+395122.2,,2003.2260,3,24.627,0.876,21.744,0.060,20.395,0.030,19.594,0.023,19.134,0.047,,,,
220.44886500,+39.85784100,220.448865,+39.857841,2,,3,J144147.72+395128.2,,2003.2260,3,24.941,1.198,23.180,0.289,22.097,0.174,22.103,0.280,22.935,0.929,,,,
220.44168000,+39.82577800,220.441680,+39.825778,1,,6,J144146.00+394932.8,*,2003.2317,3,16.081,0.007,15.250,0.006,14.222,0.003,14.489,0.006,14.169,0.006,,,,
220.44344800,+39.82436400,220.443448,+39.824364,1,,6,J144146.42+394927.7,*,2003.2317,3,17.626,0.010,16.433,0.004,16.001,0.004,15.859,0.005,15.815,0.006,,,,
220.44241500,+39.82969600,220.442415,+39.829696,1,+,6,J144146.17+394946.9,,2003.2317,3,24.998,0.631,24.272,0.354,23.181,0.247,24.752,0.511,22.873,0.469,,,,
220.44566300,+39.82691800,220.445663,+39.826918,1,,3,J144146.95+394936.9,,2003.2317,3,25.835,0.705,24.940,0.803,24.773,0.943,22.642,0.367,22.380,0.804,,0.3497,0.1434,0.6606
220.44205100,+39.83616000,220.442051,+39.836160,1,+,6,J144146.09+395010.1,,2003.2317,3,25.425,0.522,21.433,0.040,19.983,0.019,18.710,0.011,18.062,0.018,,,,
220.44426100,+39.84534300,220.444261,+39.845343,1,+,3,J144146.62+395043.2,,2003.2317,3,22.240,0.256,21.629,0.068,20.212,0.031,19.625,0.028,19.269,0.067,,0.4143,0.0652,0.4064
220.44652000,+39.84480300,220.446520,+39.844803,1,+,6,J144147.16+395041.2,*,2003.2317,3,22.109,0.153,21.185,0.033,20.788,0.034,20.570,0.040,20.354,0.104,,,,
220.44594500,+39.84599200,220.445945,+39.845992,1,+,3,J144147.02+395045.5,,2003.2317,3,24.723,0.735,23.465,0.224,22.639,0.175,22.085,0.159,21.699,0.342,,0.7004,0.1344,0.5506
220.43665200,+39.83802000,220.436652,+39.838020,1,+,3,J144144.79+395016.8,,2003.2317,3,21.845,0.241,20.330,0.031,19.493,0.022,19.174,0.026,19.005,0.073,,0.1918,0.0566,0.1890
